Region,Crop_Type,Rainfall_mm,Temperature_C,Humidity_%,Soil_pH,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Area_hectare,Crop_Yield_ton_per_hectare
Central,Sugarcane,1527.61,26.67,88.08,6.64,207.11,2.35,15.47,29.91
East,Sugarcane,1719.45,35.5,73.63,4.73,253.81,5.31,1.18,31.61
West,Maize,908.45,36.36,68.51,6.06,293.11,9.33,13.76,29.26
South,Rice,1084.08,20.18,31.03,7.33,105.05,6.65,16.82,16.79
South,Wheat,940.51,38.58,42.52,7.73,118.07,9.59,0.55,29.96
North,Maize,632.87,34.0,70.92,4.89,67.39,4.58,7.74,24.29
East,Cotton,1626.56,25.41,70.32,8.13,251.6,2.55,1.9,32.55
South,Wheat,1216.18,35.87,36.46,7.1,295.03,2.55,9.62,33.44
West,Wheat,659.21,17.75,85.98,4.95,91.73,7.87,2.67,18.8
Central,Maize,954.04,16.88,51.2,7.87,99.33,5.6,10.51,15.25
North,Rice,1585.19,34.86,66.36,8.29,202.61,7.68,0.63,27.29
West,Sugarcane,1005.6,21.99,76.6,5.3,134.79,1.83,16.02,19.42
South,Rice,514.83,36.91,80.39,8.07,75.13,5.91,11.34,26.66
East,Maize,568.72,16.3,37.5,5.38,204.82,4.77,5.6,16.39
North,Sugarcane,1996.98,19.17,47.88,6.18,268.91,3.19,3.21,22.31
South,Wheat,1084.74,33.78,65.24,6.56,227.8,5.72,19.46,30.86
North,Cotton,1417.8,37.38,41.87,4.83,135.3,5.63,1.39,37.11
South,Rice,1390.92,31.24,85.18,7.06,174.47,7.99,9.95,33.97
Central,Sugarcane,665.77,38.44,47.75,8.02,195.45,7.22,19.04,34.47
East,Rice,1038.39,26.18,46.67,6.11,278.0,2.11,16.67,30.73
Central,Sugarcane,1543.08,35.4,46.98,5.38,172.21,2.39,4.01,27.15
South,Cotton,1079.6,21.36,43.54,6.24,103.1,4.37,1.61,15.73
West,Maize,1342.84,39.53,79.05,7.87,138.78,6.93,13.64,34.63
Central,Maize,993.41,23.75,42.74,7.61,198.6,9.75,9.54,21.25
West,Sugarcane,824.13,38.27,34.09,7.12,84.94,4.69,17.25,26.04
South,Sugarcane,429.97,20.7,56.58,5.02,131.63,2.58,12.63,16.18
East,Maize,1078.85,17.3,74.87,5.25,56.76,9.98,18.1,19.25
West,Wheat,1034.45,24.09,81.46,5.13,219.48,1.8,17.05,22.86
South,Wheat,1136.82,15.24,88.24,5.62,180.13,3.97,0.8,17.4
West,Wheat,410.44,16.06,55.09,8.18,276.03,2.05,14.92,19.69
Central,Cotton,1227.78,38.31,54.27,6.72,201.72,6.5,13.72,30.36
South,Sugarcane,588.99,38.69,84.97,7.94,184.59,9.18,9.07,30.06
Central,Rice,1193.96,15.32,83.12,7.79,120.9,2.32,13.15,10.05
North,Rice,947.32,15.83,54.04,5.96,191.76,1.33,13.97,17.57
South,Sugarcane,470.04,26.7,77.07,6.4,94.42,6.01,19.86,23.92
West,Maize,664.95,18.54,86.27,7.77,232.12,8.53,11.34,19.75
North,Sugarcane,812.83,30.09,77.82,5.66,95.65,9.36,5.34,26.87
Central,Wheat,773.36,37.89,88.33,5.61,188.12,2.98,17.72,28.09
Central,Wheat,1365.64,37.55,75.08,7.57,203.94,8.62,1.48,36.41
West,Rice,470.63,32.43,57.91,5.08,58.34,3.52,19.74,26.53
North,Sugarcane,1110.07,31.18,66.38,6.23,119.89,4.74,14.19,24.46
East,Rice,1706.28,27.4,67.69,5.04,95.03,7.73,13.91,26.37
West,Maize,856.77,24.79,60.22,7.72,163.62,1.84,11.01,22.4
Central,Cotton,1367.7,38.81,33.61,5.01,270.97,9.1,18.45,36.62
South,Cotton,1875.79,33.65,74.75,4.67,251.31,3.28,10.01,34.27
North,Maize,1661.65,36.91,42.23,7.68,66.33,8.75,3.49,34.31
East,Wheat,1730.22,35.34,65.17,5.18,273.13,4.57,14.15,35.27
South,Wheat,1100.74,39.7,37.96,5.78,106.97,5.63,2.42,26.45
North,Wheat,533.87,33.6,36.99,6.31,64.36,2.84,5.53,24.37
West,Rice,1178.75,27.87,81.81,5.4,55.25,9.79,16.7,18.82
West,Rice,516.62,39.14,48.31,6.64,132.47,1.48,10.15,27.33
North,Cotton,1195.66,38.55,75.04,7.89,93.22,4.02,1.88,31.76
East,Wheat,1195.4,17.63,85.02,5.44,62.52,6.76,19.63,12.09
North,Wheat,1707.45,17.81,39.26,6.01,138.11,1.37,18.38,21.68
South,Maize,1274.33,23.01,30.35,7.09,217.6,3.58,2.26,24.58
South,Cotton,561.1,34.98,31.36,7.83,263.65,4.37,15.86,29.94
West,Rice,1131.18,35.45,55.57,6.89,77.74,6.23,9.75,21.79
North,Cotton,1571.66,31.74,84.13,4.52,269.04,4.5,10.16,32.34
West,Wheat,566.97,34.44,56.06,6.75,227.0,1.85,1.07,24.8
East,Wheat,1184.07,36.5,57.59,6.89,201.04,8.68,6.67,29.82
South,Rice,1207.74,21.38,70.46,7.48,71.84,5.7,6.59,16.06
Central,Rice,1889.69,19.37,89.66,7.25,72.37,1.29,8.57,18.69
Central,Cotton,1643.49,27.57,57.22,6.24,188.77,6.13,8.42,26.12
North,Sugarcane,791.11,31.61,30.91,6.39,178.85,3.43,13.3,26.69
North,Wheat,1692.43,32.99,45.95,6.3,74.66,8.36,12.25,27.12
Central,Wheat,1085.96,16.68,73.37,5.78,126.78,7.14,3.94,21.46
North,Sugarcane,1197.86,27.14,61.14,7.54,90.67,3.19,1.78,21.02
South,Cotton,992.16,26.5,52.72,7.26,143.42,9.31,2.79,22.27
East,Maize,545.19,16.5,45.8,5.61,245.11,7.5,4.51,18.89
East,Maize,1984.08,25.5,53.31,7.76,141.16,2.42,13.36,23.66
West,Wheat,538.43,39.1,40.05,7.61,209.8,4.09,12.36,31.96
South,Maize,533.55,17.33,41.86,8.15,261.17,8.12,7.11,26.87
North,Cotton,591.42,19.48,61.27,6.36,50.08,5.95,4.85,19.07
North,Maize,842.99,21.75,87.04,6.19,146.92,4.34,18.82,13.97
West,Rice,1272.12,26.71,73.61,4.61,221.99,1.13,3.39,32.88
West,Cotton,1639.01,27.04,50.41,7.5,52.64,9.71,16.47,22.67
North,Sugarcane,1622.03,27.24,53.26,4.79,59.36,1.43,8.39,23.39
North,Wheat,1203.17,35.04,51.72,6.57,94.68,4.25,15.06,21.59
South,Cotton,1753.2,34.24,69.12,6.17,155.2,8.21,19.43,27.27
West,Maize,433.74,34.19,80.58,8.2,132.41,1.28,17.24,22.81
South,Cotton,464.39,28.95,61.79,5.77,283.63,2.58,15.79,25.96
North,Sugarcane,1433.33,30.89,43.32,6.67,228.35,7.33,3.73,27.47
Central,Cotton,1143.78,17.21,82.89,7.43,106.11,8.34,17.32,19.35
Central,Sugarcane,1207.5,30.74,35.49,5.77,287.47,7.92,5.02,29.9
North,Sugarcane,748.96,20.31,44.25,6.38,100.6,2.22,7.56,17.21
West,Cotton,1739.59,30.61,59.76,5.68,287.07,8.56,4.84,32.27
Central,Wheat,1205.08,38.96,39.03,4.92,122.56,8.45,9.61,32.07
West,Wheat,737.31,27.84,63.62,6.07,163.9,2.43,17.49,23.78
Central,Maize,621.43,15.3,49.73,6.93,91.7,1.53,1.2,21.49
West,Cotton,1992.56,16.63,53.49,7.45,164.07,1.47,2.32,20.63
Central,Cotton,1563.87,16.12,56.87,8.0,136.3,4.43,19.64,22.81
West,Rice,1252.25,30.42,70.83,5.11,56.02,5.11,13.74,25.91
South,Wheat,1306.38,16.11,39.36,4.99,149.45,1.62,9.91,22.1
West,Sugarcane,576.44,27.73,88.08,5.91,185.72,4.41,4.91,20.05
South,Rice,1554.42,17.33,40.57,7.66,78.72,7.31,16.1,17.56
South,Cotton,1870.8,25.76,43.88,5.52,164.83,7.9,8.48,27.57
North,Rice,1835.52,31.56,30.1,6.58,261.45,5.97,8.79,31.36
South,Wheat,1660.61,38.04,87.84,5.78,288.56,8.45,13.89,35.7
East,Cotton,1444.34,17.7,56.58,4.75,236.21,7.36,9.72,21.27
South,Wheat,827.54,33.26,63.32,6.17,246.02,9.73,19.15,30.59
West,Rice,951.53,29.73,89.08,5.28,97.22,7.82,17.27,26.52
South,Maize,1730.88,37.49,80.3,7.53,296.77,8.27,12.95,31.26
West,Sugarcane,1546.74,32.56,85.71,8.21,104.83,4.09,1.83,29.02
West,Sugarcane,1984.63,23.72,78.02,7.34,203.51,2.34,11.14,29.43
East,Maize,536.27,35.36,68.69,6.2,99.37,2.4,3.98,27.49
South,Maize,956.53,27.33,50.88,5.42,55.46,3.8,5.73,16.76
South,Maize,1807.46,22.22,42.98,5.32,99.57,5.82,6.92,20.59
Central,Wheat,441.47,34.07,55.41,8.19,67.19,2.15,10.92,20.78
Central,Cotton,937.54,24.69,80.83,7.21,189.87,1.88,4.14,20.99
North,Maize,1958.75,32.83,88.5,7.69,135.53,3.04,1.44,31.93
West,Wheat,1274.65,22.43,85.81,6.04,205.19,9.71,8.39,27.97
East,Rice,893.22,34.16,56.08,8.26,217.72,5.76,15.01,31.21
Central,Rice,1888.21,39.11,41.34,5.51,240.42,5.79,0.53,38.93
South,Maize,955.28,38.43,53.26,5.16,218.17,8.41,7.15,34.45
North,Rice,613.56,24.26,87.67,4.53,225.8,2.55,15.02,21.93
East,Maize,1326.73,22.36,85.26,5.34,130.65,6.35,9.22,21.52
South,Rice,1542.92,24.37,56.22,7.97,110.63,9.79,8.31,23.46
South,Rice,526.93,17.43,40.5,7.63,227.79,1.27,15.64,20.63
West,Cotton,1395.35,16.52,80.49,6.78,268.86,5.93,7.05,22.02
West,Cotton,994.95,28.76,69.1,8.23,203.04,9.82,13.13,29.69
Central,Rice,599.36,39.87,45.91,7.63,231.94,6.26,16.21,28.44
Central,Cotton,1417.19,35.86,75.98,5.39,95.42,3.7,12.17,28.5
South,Maize,830.54,24.47,87.03,7.06,196.04,6.61,5.15,26.03
South,Sugarcane,671.54,33.86,41.17,6.54,57.01,8.17,5.04,25.99
Central,Maize,549.99,36.0,41.9,7.29,138.37,6.77,3.98,22.95
Central,Cotton,1042.17,27.85,73.47,8.46,78.33,2.74,11.75,24.32
South,Wheat,1393.14,17.61,34.5,7.87,209.66,1.05,19.12,23.88
East,Rice,1960.77,30.92,62.24,4.77,95.03,9.76,14.75,27.3
South,Cotton,940.86,23.66,50.78,7.96,214.64,2.12,1.88,26.93
East,Cotton,1379.99,15.62,42.81,5.72,223.74,3.29,6.01,21.65
East,Cotton,588.15,33.02,48.96,7.67,57.75,2.29,3.77,21.48
South,Maize,1897.77,19.84,72.08,6.1,136.53,3.63,1.84,21.29
North,Rice,1585.04,30.82,53.71,7.02,291.02,8.66,2.81,30.97
Central,Sugarcane,1538.5,27.91,80.79,8.11,193.3,1.87,4.82,24.84
West,Cotton,1276.3,25.25,80.55,8.08,157.05,3.86,15.68,22.69
South,Wheat,1301.43,23.81,68.76,7.34,127.93,3.92,8.76,21.49
East,Rice,1114.84,17.51,67.08,6.0,219.01,2.98,2.48,17.73
South,Sugarcane,473.04,15.02,34.53,5.19,131.61,1.31,10.99,13.6
Central,Wheat,512.8,36.72,77.8,7.8,66.54,1.34,5.45,23.11
East,Sugarcane,707.03,32.67,84.93,5.1,200.43,3.41,13.37,26.64
West,Sugarcane,701.06,15.38,80.45,8.07,202.99,9.62,14.37,17.68
West,Rice,491.52,18.15,43.45,7.76,93.45,3.86,1.4,12.29
West,Maize,1194.67,16.46,40.15,4.58,198.17,4.73,4.1,20.58
North,Wheat,1214.24,18.83,54.43,8.38,92.98,8.36,7.64,21.17
East,Cotton,1359.04,30.86,85.26,8.18,236.52,5.12,18.57,32.07
East,Sugarcane,1659.59,15.64,68.83,5.78,210.11,2.69,13.43,25.2
North,Wheat,1897.66,27.53,55.89,7.27,112.7,6.44,6.77,25.16
East,Rice,1916.89,30.56,42.2,4.71,57.63,6.71,12.66,24.85
North,Wheat,1839.53,16.39,76.9,6.74,285.36,5.26,8.65,27.32
South,Cotton,1586.55,29.91,76.24,5.42,216.9,2.61,15.4,32.96
Central,Cotton,1472.65,27.4,46.01,7.49,232.53,5.41,2.09,29.43
West,Rice,588.07,17.47,70.0,6.82,211.45,4.88,6.41,18.7
North,Wheat,1450.22,27.53,45.3,5.53,226.05,5.71,13.31,28.1
North,Maize,651.01,22.36,76.83,8.26,282.34,2.66,9.05,23.3
North,Maize,1592.91,25.34,31.75,6.92,264.41,2.73,14.08,27.89
South,Sugarcane,659.22,27.37,82.93,7.49,268.21,8.59,2.36,25.3
North,Sugarcane,1490.4,15.72,62.62,8.24,230.81,1.14,16.05,22.72
Central,Wheat,515.6,32.73,41.81,6.37,79.84,9.07,5.22,24.53
Central,Sugarcane,901.49,30.89,65.51,4.63,207.45,2.88,19.43,27.68
West,Cotton,998.69,18.31,73.58,5.01,170.7,4.57,14.53,15.36
South,Rice,901.87,20.81,74.34,4.69,231.88,6.16,10.32,21.44
Central,Sugarcane,897.23,16.01,87.02,7.36,155.97,6.59,4.15,16.97
East,Maize,1251.9,24.21,53.24,8.45,90.55,7.19,10.66,24.39
East,Cotton,1717.76,33.15,81.78,4.89,188.23,5.98,10.91,33.77
East,Maize,1797.34,27.49,32.69,5.71,181.29,7.94,11.52,30.32
North,Sugarcane,517.56,30.19,48.4,5.01,174.55,1.89,17.5,26.31
North,Sugarcane,707.8,25.92,61.23,7.52,270.36,3.48,18.19,23.14
East,Cotton,894.88,28.46,81.69,4.69,259.62,3.72,7.87,21.25
West,Maize,1494.03,24.54,59.2,6.79,150.57,2.5,17.92,22.7
West,Rice,1043.9,15.42,65.83,5.33,89.89,6.04,4.79,21.17
North,Rice,1162.85,35.45,44.02,6.13,177.67,6.52,13.69,30.64
East,Cotton,1655.09,38.28,47.12,7.21,61.49,4.51,12.34,32.08
West,Sugarcane,1427.06,33.97,71.72,6.43,213.98,5.26,16.39,30.71
North,Cotton,1339.93,38.92,89.98,5.13,52.27,8.32,5.26,32.27
East,Maize,1327.96,29.43,83.83,4.81,252.94,8.48,4.39,27.58
South,Rice,718.99,36.59,76.36,7.56,278.45,6.07,4.19,36.03
East,Sugarcane,577.14,28.08,39.48,4.9,203.58,7.81,1.97,24.16
East,Maize,922.63,33.58,78.36,7.05,178.83,3.53,11.66,25.74
Central,Rice,1629.49,23.27,75.77,5.6,161.91,6.2,1.58,23.4
Central,Rice,1765.19,28.73,35.52,4.6,150.11,8.5,2.04,27.01
South,Wheat,1675.87,29.8,44.05,4.67,171.53,8.4,8.5,30.88
South,Sugarcane,652.49,37.93,50.74,7.92,163.3,3.99,10.21,31.81
East,Cotton,1870.23,20.16,68.9,7.95,192.91,7.52,19.52,21.45
West,Wheat,1020.12,39.05,48.46,7.6,67.27,6.63,14.93,34.99
South,Rice,1740.26,37.96,37.03,8.09,146.18,7.35,2.38,34.81
East,Sugarcane,1401.82,24.09,32.67,6.87,129.99,4.85,9.59,26.52
North,Sugarcane,1669.43,18.69,70.31,6.21,251.9,6.9,2.71,19.5
Central,Wheat,448.47,24.94,41.36,7.24,269.43,3.96,15.96,21.63
West,Maize,1095.53,28.51,81.41,6.99,85.88,7.34,6.66,16.57
East,Maize,1370.19,29.21,88.95,8.4,245.42,6.25,0.88,25.58
North,Cotton,991.75,39.39,50.53,4.73,242.88,4.62,12.42,35.69
Central,Sugarcane,1663.03,23.16,84.97,5.03,297.89,8.96,12.57,32.14
North,Wheat,1557.79,18.38,67.66,4.87,81.29,3.96,16.41,18.76
East,Rice,1023.71,22.0,56.28,6.58,192.05,8.61,6.88,22.72
South,Maize,1102.31,16.36,32.6,4.74,79.67,4.6,6.4,15.84
Central,Wheat,1186.26,35.72,53.62,8.45,104.39,9.89,12.36,28.0
North,Cotton,1272.19,31.8,80.51,6.51,268.25,5.96,7.59,29.73
South,Cotton,877.27,27.02,78.25,5.83,195.91,9.13,1.0,27.83
West,Sugarcane,766.52,23.02,88.16,5.98,288.43,2.12,13.78,21.86
East,Cotton,580.38,26.37,73.45,7.96,249.24,7.96,19.49,24.5
East,Cotton,624.52,39.93,68.69,5.23,196.14,8.08,11.26,31.2
Central,Maize,1148.19,15.52,66.1,4.78,175.2,1.53,16.81,20.36
North,Maize,1463.12,17.83,38.42,8.44,160.0,8.68,9.44,19.3
West,Cotton,1465.44,20.93,33.06,8.01,96.43,2.17,13.35,20.14
Central,Sugarcane,1130.39,35.34,57.22,7.52,232.53,3.12,13.27,29.47
Central,Maize,1390.06,19.72,83.23,6.72,248.47,4.33,18.41,23.24
North,Maize,1934.4,39.6,87.23,7.38,219.58,1.98,3.2,30.59
West,Cotton,1971.66,16.29,85.17,4.75,236.29,3.28,14.61,27.31
North,Sugarcane,1751.7,32.21,42.55,6.63,217.6,7.71,10.87,30.57
East,Cotton,1863.0,21.63,68.6,7.75,52.14,5.48,7.79,21.72
South,Rice,617.54,38.25,82.03,7.56,143.49,8.29,3.8,31.81
East,Rice,846.04,21.08,30.47,6.41,100.24,2.7,15.6,19.14
East,Sugarcane,1926.37,38.41,36.45,5.2,81.64,8.89,17.07,31.64
Central,Rice,608.43,20.44,85.2,6.12,170.68,3.05,13.03,20.35
East,Sugarcane,1799.37,26.42,88.15,8.32,143.92,8.8,4.4,25.74
West,Rice,1102.74,19.32,30.23,7.8,254.16,6.07,6.74,25.03
East,Wheat,1959.96,18.21,49.26,6.37,278.73,4.32,1.24,26.99
West,Maize,1546.47,23.59,78.79,5.7,233.99,7.38,4.36,26.65
North,Cotton,939.26,19.12,34.66,7.28,63.85,9.81,6.15,14.01
Central,Sugarcane,588.91,25.68,58.75,5.59,239.74,7.14,2.66,24.61
West,Rice,782.21,24.44,86.78,6.23,115.19,9.78,9.38,20.88
East,Wheat,1526.75,26.88,69.03,5.38,152.68,8.54,8.14,27.25
Central,Rice,913.72,33.74,84.6,6.55,107.66,1.71,15.76,24.51
Central,Wheat,1918.56,33.69,71.03,6.81,79.98,8.72,7.5,26.55
West,Cotton,1255.69,38.79,89.7,5.38,167.09,4.74,19.49,31.7
West,Maize,1239.49,17.23,40.79,7.79,80.12,3.94,11.11,12.96
South,Maize,1691.44,22.37,30.67,6.75,160.8,3.84,1.55,21.5
South,Wheat,1675.6,23.29,38.72,8.09,65.68,9.73,12.02,23.81
Central,Rice,1499.25,27.05,61.62,6.07,248.27,8.53,9.01,27.25
South,Maize,1923.34,27.32,48.87,7.12,299.82,2.93,19.17,35.08
East,Rice,1327.64,35.56,36.13,7.94,260.29,1.82,6.33,33.12
North,Sugarcane,1840.78,29.04,33.58,6.37,66.3,1.2,19.65,27.89
Central,Rice,1152.68,33.32,31.43,7.07,122.65,3.81,14.22,22.27
North,Sugarcane,1619.15,29.26,36.03,7.38,233.54,2.73,3.94,30.91
South,Sugarcane,774.54,21.15,72.86,6.92,267.41,3.22,19.94,24.73
West,Maize,1760.76,39.83,77.6,5.95,291.08,7.17,6.8,40.51
Central,Sugarcane,964.45,34.37,75.64,8.29,261.68,6.06,3.84,34.05
South,Rice,1561.55,25.69,64.69,7.13,93.38,2.95,14.47,30.99
East,Cotton,915.82,28.83,61.2,5.15,134.28,2.11,13.74,24.52
Central,Rice,1925.17,25.88,89.99,5.48,105.65,5.89,4.28,31.75
Central,Wheat,705.13,15.58,83.99,5.81,235.75,2.8,3.46,18.82
West,Wheat,1243.32,17.4,48.81,8.24,230.88,6.57,12.56,20.48
Central,Rice,1031.3,16.53,43.99,6.17,278.75,5.62,5.76,20.02
West,Wheat,1255.69,23.55,52.06,6.25,232.57,8.7,11.5,26.89
South,Cotton,769.14,37.02,60.3,7.04,100.8,9.24,16.35,23.51
East,Wheat,1205.89,29.45,46.81,5.91,52.09,6.72,15.09,22.39
East,Maize,610.96,23.27,62.15,6.72,53.23,5.01,15.74,18.82
Central,Cotton,769.74,30.23,61.94,5.2,248.79,3.4,15.14,22.72
Central,Maize,1475.1,20.69,45.56,7.06,271.17,2.43,8.82,24.32
South,Maize,1150.14,22.14,34.57,6.64,56.28,2.35,1.57,16.34
West,Cotton,1195.05,31.7,57.56,6.31,279.54,7.94,7.91,34.97
East,Maize,1890.67,20.13,57.67,6.57,267.51,9.93,5.63,28.07
West,Wheat,744.07,32.23,31.03,5.15,121.41,2.64,3.87,27.43
South,Rice,1282.81,35.88,73.87,6.31,117.93,9.92,11.78,27.01
East,Cotton,1250.44,18.19,51.83,7.07,140.75,2.78,15.35,20.93
East,Rice,1112.28,19.17,64.09,4.94,132.93,1.97,13.22,17.51
North,Cotton,1728.03,23.91,30.82,4.82,70.97,4.57,8.69,22.69
South,Cotton,1306.99,16.83,35.85,5.38,112.84,9.92,13.27,21.58
South,Maize,1712.67,28.81,49.3,7.98,253.02,8.46,15.08,30.3
North,Rice,1776.04,33.16,88.01,5.13,135.94,4.46,19.99,30.78
West,Wheat,513.97,22.09,83.57,8.26,106.01,6.85,15.76,14.63
North,Rice,1900.53,33.75,88.64,5.01,53.62,1.29,6.39,25.28
South,Cotton,1621.0,24.24,56.32,7.68,241.78,1.16,4.88,32.59
West,Wheat,1174.93,27.58,31.4,5.4,143.21,2.2,14.08,25.7
East,Maize,1711.92,24.64,55.82,6.99,290.0,9.85,10.9,26.69
North,Wheat,767.82,36.59,55.95,4.73,200.75,5.38,0.92,39.62
West,Wheat,1711.06,36.37,88.67,8.46,109.03,3.9,18.83,29.8
West,Rice,1290.08,38.01,36.99,5.98,209.41,4.62,11.56,33.38
West,Cotton,1110.77,20.01,36.73,6.19,60.94,8.94,9.33,17.6
North,Cotton,1313.45,27.54,54.74,5.75,146.73,9.37,5.99,24.55
East,Cotton,1546.44,33.21,69.92,5.81,92.83,3.79,5.47,21.43
West,Sugarcane,843.77,27.77,79.1,7.81,275.76,8.73,11.35,33.68
North,Maize,555.98,33.55,68.73,7.49,281.8,4.12,9.86,31.28
South,Rice,1850.89,27.75,84.12,5.1,208.93,4.2,15.38,29.21
North,Cotton,1920.84,34.2,51.17,8.38,119.75,6.14,16.27,29.71
North,Wheat,1399.5,23.35,70.55,5.33,218.09,1.71,5.69,28.05
North,Sugarcane,1217.04,26.87,61.32,7.26,226.53,9.51,5.02,28.03
West,Maize,486.27,25.37,45.19,8.45,243.69,5.51,11.24,18.39
North,Cotton,1065.18,18.41,65.7,8.24,95.77,5.16,14.03,18.63
South,Sugarcane,944.47,38.28,73.62,8.37,299.2,3.52,7.35,30.24
West,Maize,1013.42,20.78,82.85,7.38,73.79,3.44,1.49,22.29
South,Wheat,1550.97,15.28,71.09,4.98,179.66,8.03,5.7,19.97
Central,Sugarcane,978.0,32.13,71.32,4.61,97.11,6.44,6.47,25.09
North,Rice,1665.79,23.17,34.79,5.82,51.66,5.88,0.7,29.17
West,Maize,1985.23,24.13,51.51,5.44,221.53,8.36,19.57,32.97
West,Sugarcane,1274.1,38.66,61.63,6.79,247.91,3.45,6.4,33.71
North,Sugarcane,844.16,39.48,67.13,7.31,286.07,4.63,13.54,37.07
East,Maize,1932.57,16.56,55.14,6.32,200.39,3.25,6.98,23.14
East,Sugarcane,1570.87,16.01,84.61,6.32,157.74,7.57,15.62,23.65
South,Sugarcane,759.71,33.79,38.16,6.69,77.75,5.47,14.43,18.1
North,Maize,1991.01,38.87,75.98,6.84,163.82,5.72,4.39,31.73
North,Wheat,416.4,19.79,59.38,7.28,96.81,4.77,16.39,15.19
Central,Rice,1321.59,38.75,33.53,5.64,174.83,2.19,1.03,36.24
East,Maize,1495.17,20.12,44.78,7.45,255.67,8.86,13.67,24.16
East,Cotton,691.88,32.73,40.11,8.03,155.0,8.62,1.14,26.63
North,Sugarcane,482.12,16.51,32.44,6.22,137.13,2.65,1.81,13.39
South,Rice,411.83,21.63,67.43,8.3,206.55,4.0,14.64,15.08
North,Rice,1881.7,24.64,60.29,6.89,118.06,2.4,6.74,27.94
South,Maize,1332.46,29.93,74.18,8.26,70.38,6.75,17.0,25.04
East,Cotton,673.76,37.67,40.09,6.77,209.29,1.98,16.71,29.37
Central,Cotton,1385.07,35.89,87.52,7.8,154.01,8.51,9.76,29.15
West,Wheat,404.02,25.12,44.97,5.9,92.95,3.1,6.71,24.93
East,Cotton,997.89,28.21,76.64,5.2,52.12,1.38,7.59,20.57
South,Maize,1628.7,32.01,88.94,7.08,161.06,2.53,5.23,28.58
North,Rice,559.5,15.91,38.6,6.08,52.44,6.01,11.01,10.12
East,Rice,1365.98,26.29,37.9,6.08,148.87,7.15,12.88,24.39
Central,Cotton,905.15,31.32,68.36,5.93,211.57,5.88,3.66,27.32
South,Sugarcane,557.7,38.79,87.89,6.34,124.42,8.67,4.84,25.51
North,Wheat,1719.42,35.35,40.28,4.54,78.09,9.8,5.62,30.22
West,Cotton,1277.25,19.19,48.06,6.07,131.59,4.39,0.69,21.34
South,Maize,1665.95,33.09,43.15,4.56,265.11,4.53,12.13,36.35
North,Wheat,1949.57,18.83,67.18,6.06,233.93,2.1,8.78,27.05
West,Cotton,693.7,26.2,52.98,5.66,126.56,4.79,17.91,18.69
North,Wheat,619.1,31.99,76.76,5.67,62.46,5.15,1.93,20.53
West,Sugarcane,1969.37,24.92,61.24,5.82,233.53,5.75,13.55,34.2
West,Maize,773.28,30.98,67.66,5.43,139.25,8.4,18.43,24.81
West,Cotton,1083.07,38.52,38.29,8.02,288.19,7.18,6.57,35.97
North,Rice,1738.12,27.11,42.22,6.82,273.23,2.71,4.09,29.49
West,Maize,768.58,34.61,88.83,8.34,253.98,1.01,10.61,25.78
South,Sugarcane,1538.37,19.13,66.18,6.39,160.53,9.57,1.77,18.62
Central,Sugarcane,1658.98,38.99,83.07,8.44,157.55,6.59,16.52,30.6
Central,Rice,1194.24,31.42,47.23,4.61,112.6,9.02,1.56,28.04
West,Maize,1179.89,32.5,50.17,6.88,159.26,4.15,17.75,24.63
Central,Cotton,765.93,39.47,33.4,7.75,295.56,6.88,14.31,30.11
Central,Rice,1401.5,24.71,84.01,6.74,237.05,5.87,18.25,23.08
West,Cotton,721.41,25.54,38.79,4.78,134.98,8.78,13.71,15.89
West,Wheat,820.28,29.18,49.22,5.29,168.28,6.53,10.38,22.59
South,Cotton,1354.16,24.37,54.49,7.54,183.39,4.69,11.31,29.38
East,Wheat,844.0,16.74,79.1,8.38,99.31,7.99,9.51,18.98
North,Cotton,1142.12,28.2,67.57,5.22,268.6,8.22,2.01,32.62
West,Wheat,1920.57,16.3,31.45,8.19,87.98,4.01,3.45,17.8
West,Maize,1351.56,27.41,54.59,5.94,200.93,1.81,13.06,23.18
Central,Sugarcane,1601.41,17.08,89.17,8.35,171.92,2.9,9.75,15.56
South,Maize,1524.75,35.23,73.79,6.97,122.94,9.28,8.27,26.55
Central,Rice,1924.42,21.83,43.1,5.48,137.19,9.82,7.39,22.32
West,Maize,570.94,31.81,88.58,8.32,91.54,3.23,3.34,24.02
West,Maize,693.93,31.29,69.51,7.14,85.91,1.94,3.91,25.04
Central,Sugarcane,1497.23,22.9,49.03,7.29,277.54,3.01,5.0,25.69
West,Maize,1754.14,27.29,82.34,8.13,271.57,4.07,1.4,27.49
East,Rice,1594.43,36.49,36.44,6.15,150.12,1.87,18.22,30.36
North,Maize,636.25,37.23,40.72,7.04,266.03,8.23,12.61,29.74
North,Maize,1487.69,21.09,37.98,5.59,67.47,7.61,9.56,13.81
North,Maize,1405.09,27.89,67.15,4.79,52.14,2.52,5.69,20.93
East,Maize,1259.1,29.55,64.35,4.58,60.89,2.31,18.83,22.71
West,Sugarcane,1302.54,36.57,68.44,4.78,176.67,5.54,6.89,35.81
Central,Sugarcane,1371.43,17.87,67.13,6.4,248.13,2.69,2.69,20.79
South,Rice,689.62,20.61,84.67,4.7,279.24,6.22,15.09,20.66
West,Rice,931.95,19.97,36.66,6.09,146.02,6.68,15.02,20.07
East,Rice,1379.81,32.86,55.53,8.34,201.37,1.81,8.59,29.63
